year,local,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47
2003,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,,,,,,"160,246","136,717",0,"23,529",54,24.04,29.91,"29,728","36,985","123,643",50,"20,164",,,,,,,,,43.6,43.6,5.6,"392,478",새천년민주당,3rd,윤태진,한나라당,58.21,박규영,새천년민주당,34
2004,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,,,,,,"159,176","139,270",0,"19,906",54.5,22.94,31.58,"30,197","41,565","131,614",60,"23,710",,,,,,,,,41.8,41.8,5.9,"384,244",새천년민주당,3rd,윤태진,한나라당,58.21,박규영,새천년민주당,34
2005,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,,,,,,"187,323","163,047",0,"24,277",58.1,19.34,38.81,"27,171","54,533","140,509",73,"28,001",,,,,,,,,42.5,68.4,6.2,"379,310",새천년민주당,3rd,윤태진,한나라당,58.21,박규영,새천년민주당,34
2006,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,,,,,,"182,726","169,581",0,"13,146",61.8,17.38,44.39,"28,373","72,442","163,209",76,"28,645",,,,,,,,,41,64.5,6.6,"390,044",열린우리당,4th,윤태진,한나라당,58.28,박순환,열린우리당,18.69
2007,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,,,,,,"201,257","201,257","201,257","201,257",64.5,13.99,50.47,"26,845","96,811","191,831",85,"33,196",,,,,,,,,36.7,60,6.8,"425,217",열린우리당,4th,윤태진,한나라당,58.28,박순환,열린우리당,18.69
2008,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,,,,,,"248,184","241,260",0,"6,924",81.5,35.35,46.14,"95,889","125,159","271,284",100,"42,579",,,9.7,"29,732","305,520",37.9,"110,680","5,069",45.2,63.4,7.1,"450,054",한나라당,4th,윤태진,한나라당,58.28,박순환,열린우리당,18.69
2009,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,-16.22,"411,528","344,771","411,464",64,"365,409","341,826",0,"23,582",81.3,33,48.34,"100,407","147,065","304,253",107,"47,936",,,9.4,"36,084","384,901",42.7,"158,388","6,095",40.1,60,7.4,"463,414",한나라당,4th,윤태진,한나라당,58.28,박순환,열린우리당,18.69
2010,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,-15.85,"388,829","327,185","388,692",136,"344,416","329,456",0,"14,960",82.9,21.6,61.31,"71,591","203,207","331,462",113,"52,245",,,11.4,"40,775","356,402",45.3,"154,843","6,641",37,55,7.7,"473,423",한나라당,5th,배진교,민주노동당,54.98,최병덕,한나라당,45.01
2011,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,-8.96,"407,402","370,900","407,332",71,"384,742","364,854",0,"19,888",82.7,21.27,61.47,"72,972","210,857","343,037",194,"91,932",,,10.6,"40,725","384,057",47.9,"171,678","12,286",41.6,53,8,"495,469",한나라당,5th,배진교,민주노동당,54.98,최병덕,한나라당,45.01
2012,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,-12.71,"458,331","400,088","458,260",71,"410,311","390,447",0,"19,864",82.3,20.96,61.36,"77,606","227,198","370,286",190,"94,130",,,7.5,"31,465","418,565",53.2,"211,782","10,999",40.8,51.9,8.4,"503,597",한나라당,5th,배진교,민주노동당,54.98,최병덕,한나라당,45.01
2013,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,-11.86,"499,922","440,643","499,854",68,"444,700","426,744",0,"17,956",83.1,19.97,63.09,"82,614","261,024","413,718",194,"97,453",,,8.6,"39,113","457,416",55.9,"243,232","12,258",39.6,48.5,8.9,"507,021",한나라당,5th,배진교,민주노동당,54.98,최병덕,한나라당,45.01
2014,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,-10.86,"541,491","482,698","541,426",65,"485,189","471,748",0,"13,441",83.9,16.81,67.13,"79,048","315,699","470,312",200,"101,483",,,6.4,"32,356","506,819",57.2,"277,096","12,620",29.4,37.9,9.3,"514,656",새누리당,6th,장석현,새누리당,50.28,배진교,정의당,49.71
2015,인천남동구,28200,Namdong-gu,남동구,"17,133","16,759",374,0,0,"2,136,413","2,136,039",774,0,400,-11.29,"586,941","520,682","586,876",65,"507,700","498,275",0,"9,425",83.8,17.02,66.82,"85,409","335,233","501,709",202,"103,792",,,5.4,"30,455","558,860",59.1,"316,387","14,066",28.3,36.9,9.7,"531,395",새누리당,6th,장석현,새누리당,50.28,배진교,정의당,49.71
2016,인천남동구,28200,Namdong-gu,남동구,"14,550","14,104",446,0,0,"2,357,151","2,356,705",846,0,400,7.4,"561,558","603,099","561,562",-4,"568,753","559,382",0,"9,371",83.6,18.45,65.11,"99,059","349,565","536,864",202,"107,355",,,5.4,"34,088","632,105",55.9,"337,141","16,048",27.3,37.2,10.2,"530,982",새누리당,6th,장석현,새누리당,50.28,배진교,정의당,49.71
2017,인천남동구,28200,Namdong-gu,남동구,"16,168","15,400",768,0,0,"2,410,355","2,409,587","1,168",0,400,4.14,"598,510","623,289","598,554",-44,"611,104","601,484",0,"9,620",85.1,21.64,63.46,"130,692","383,199","603,839",214,"113,663",,,6.8,"47,367","692,247",54.7,"357,993","20,550",26.1,39.1,10.9,"536,578",새정치민주연합,6th,장석현,새누리당,50.28,배진교,정의당,49.71
2018,인천남동구,28200,Namdong-gu,남동구,"19,655","19,035",620,0,0,"2,459,340","2,458,720","1,020",0,400,3.56,"677,012","701,121","677,027",-14,"692,700","669,893",0,"22,807",86.3,20.3,66.01,"139,620","453,972","687,730",219,"117,427",,,6.4,"48,658","754,895",57.4,"415,643","17,425",24.5,34.7,11.6,"537,161",더불어민주당,7th,이강호,더불어민주당,50.13,김석우,자유한국당,23.17
2019,인천남동구,28200,Namdong-gu,남동구,"27,213","26,845",368,0,0,"2,512,452","2,512,084",768,0,400,-1.13,"810,018","800,847","809,099",919,"817,092","801,555",0,"15,537",86.9,18.2,68.75,"139,679","527,750","767,650",235,"126,355",,,6.4,"54,887","858,628",60.7,"501,223","20,370",22.8,32.8,12.5,"532,704",더불어민주당,7th,이강호,더불어민주당,50.13,김석우,자유한국당,23.17
2020,인천남동구,28200,Namdong-gu,남동구,"26,236","25,801",435,0,0,"2,831,400","2,829,922","2,755",0,"1,278",-3.3,"1,093,138","1,057,057","1,093,088",50,"956,106","944,298",0,"11,808",87.1,14.92,72.16,"125,719","607,869","842,350",248,"131,907",,,5,"48,131","958,139",65.8,"606,300","24,219",21.6,32.1,13.6,"525,354",더불어민주당,7th,이강호,더불어민주당,50.13,김석우,자유한국당,23.17
2021,인천남동구,28200,Namdong-gu,남동구,"39,139","38,734",405,0,0,"2,903,891","2,903,088","2,080",0,"1,278",2.92,"1,127,494","1,160,386","1,127,416",78,"1,147,091","1,120,846",0,"26,245",87.3,11.58,75.69,"103,097","673,755","890,202",274,"143,828",,,4.9,"1,186,403","57,620",65,"747,799","23,891",22,33.5,14.6,"518,272",더불어민주당,7th,이강호,더불어민주당,50.13,김석우,자유한국당,23.17
2022,인천남동구,28200,Namdong-gu,남동구,,,,,,,,,,,,,,,,,,,,87.8,13.67,74.08,"135,339","733,215","989,720",287,"148,531",,,,,,,,,20.4,33,15.8,"506,181",국민의힘,8th,박종효,국민의힘,51.04,이병래,더불어민주당,48.95
2003,인천동구,28140,Dong-gu,동구,,,,,,,,,,,,,,,,"60,756","59,802",0,954,50,14.53,35.47,"9,779","23,877","67,313",70,"5,201",,,,,,,,,24.2,24.2,9.5,"80,966",새천년민주당,3rd,이화용,한나라당,51.63,김창수,새천년민주당,48.36
2004,인천동구,28140,Dong-gu,동구,,,,,,,,,,,,,,,,"66,959","63,710",0,"3,248",48.4,15.21,33.15,"9,858","21,489","64,833",70,"5,632",,,,,,,,,24.4,24.4,10,"81,243",새천년민주당,3rd,이화용,한나라당,51.63,김창수,새천년민주당,48.36
2005,인천동구,28140,Dong-gu,동구,,,,,,,,,,,,,,,,"77,569","76,697",0,873,41.9,7.93,34,"6,194","26,544","78,074",72,"5,866",,,,,,,,,39.5,70.2,10.5,"78,128",새천년민주당,3rd,이화용,한나라당,51.63,김창수,새천년민주당,48.36
2006,인천동구,28140,Dong-gu,동구,,,,,,,,,,,,,,,,"78,661","77,996",0,665,53,11.49,41.51,"8,765","31,675","76,314",75,"5,857",,,,,,,,,30.1,66.5,11.2,"75,699",열린우리당,4th,이화용,한나라당,56.31,허인환,열린우리당,15.68
2007,인천동구,28140,Dong-gu,동구,,,,,,,,,,,,,,,,"86,690","86,690","86,690","86,690",51.7,9.58,42.13,"8,484","37,309","88,551",84,"6,327",,,,,,,,,28.2,64.6,12,"74,087",열린우리당,4th,이화용,한나라당,56.31,허인환,열린우리당,15.68
2008,인천동구,28140,Dong-gu,동구,,,,,,,,,,,,,,,,"98,370","97,834",0,536,68.8,29.45,39.4,"28,824","38,560","97,876",89,"6,575",,,17.4,"22,672","130,214",27.2,"33,248","2,214",29.2,67.6,12.3,"74,866",한나라당,4th,이화용,한나라당,56.31,허인환,열린우리당,15.68
2009,인천동구,28140,Dong-gu,동구,,,,,,,,,,,-23.88,"153,337","116,718","151,489","1,848","122,813","120,677",0,"2,136",71.6,29.09,42.5,"33,705","49,245","115,878",99,"7,442",,,16.8,"24,630","146,642",31.8,"44,047","2,524",31.1,66.7,12.7,"77,308",한나라당,4th,이화용,한나라당,56.31,허인환,열린우리당,15.68
2010,인천동구,28140,Dong-gu,동구,,,,,,,,,,,-24.11,"128,853","97,783","128,853",0,"124,908","111,702",0,"13,206",76.1,31.67,44.48,"41,373","58,111","130,646",105,"8,141",,,14.9,"18,795","126,118",38.2,"44,984","3,254",33.4,65.1,13,"79,663",한나라당,5th,조택상,민주노동당,41.52,이흥수,한나라당,38.99
2011,인천동구,28140,Dong-gu,동구,,,,,,,,,,,-15.27,"134,877","114,282","134,777",100,"111,798","108,134",0,"3,664",75.8,31.01,44.8,"38,214","55,206","123,233",173,"13,817",,,13.9,"18,100","130,565",39.3,"48,304","3,067",32,65.2,13.7,"78,692",한나라당,5th,조택상,민주노동당,41.52,이흥수,한나라당,38.99
2012,인천동구,28140,Dong-gu,동구,,,,,,,,,,,-14.89,"133,199","113,363","133,099",100,"134,634","128,908",0,"5,726",72.8,23.86,48.97,"29,622","60,778","124,125",188,"14,833",,,12.1,"15,406","127,062",44,"52,641","3,252",29.2,62.1,14.7,"76,720",한나라당,5th,조택상,민주노동당,41.52,이흥수,한나라당,38.99
2013,인천동구,28140,Dong-gu,동구,,,,,,,,,,,-10.37,"152,737","136,894","152,634",103,"130,226","128,379",0,"1,847",73.7,25.62,48.04,"33,100","62,054","129,181",193,"14,796",,,11.2,"16,839","150,850",40.8,"57,889","3,695",26.1,58.7,15.5,"75,093",한나라당,5th,조택상,민주노동당,41.52,이흥수,한나라당,38.99
2014,인천동구,28140,Dong-gu,동구,,,,,,,,,,,-7.7,"162,270","149,773","162,167",103,"147,728","146,229",0,"1,499",69.7,13.3,56.4,"18,494","78,435","139,080",205,"15,369",,,8.8,"13,929","158,879",44.1,"66,102","3,960",14.8,45.9,16.4,"73,978",새누리당,6th,이흥수,새누리당,47.82,조택상,정의당,39.81
2015,인천동구,28140,Dong-gu,동구,"7,226","6,301",925,0,0,"449,933","442,508","7,425",0,0,-16.12,"177,080","148,542","176,977",103,"154,093","151,662",0,"2,431",73.3,21.51,51.8,"36,463","87,802","169,486",214,"15,820",,,8,"14,150","176,886",42.1,"70,152","4,241",12.4,41.1,17.2,"72,571",새누리당,6th,이흥수,새누리당,47.82,조택상,정의당,39.81
2016,인천동구,28140,Dong-gu,동구,"7,547","5,938","1,609",0,0,"479,810","470,701","9,109",0,0,15.83,"161,739","187,337","161,739",0,"164,786","162,972",0,"1,814",69.2,17.1,52.07,"27,852","84,829","162,913",233,"16,915",,,7,"13,852","197,383",38.1,"70,249","4,985",13.7,45.6,17.8,"71,014",새누리당,6th,이흥수,새누리당,47.82,조택상,정의당,39.81
2017,인천동구,28140,Dong-gu,동구,"6,539","6,539",0,0,0,"514,872","504,813","10,059",0,0,17.74,"166,328","195,827","166,318",10,"176,655","174,952",0,"1,703",68.2,20.04,48.18,"34,498","82,947","172,165",241,"17,131",,,5.9,"14,261","243,263",33.9,"76,607","5,822",13.4,49.2,19,"69,487",새정치민주연합,6th,이흥수,새누리당,47.82,조택상,정의당,39.81
2018,인천동구,28140,Dong-gu,동구,"8,894","8,707",187,0,0,"559,757","548,636","11,121",0,0,16.37,"188,613","219,485","188,653",-40,"191,369","190,488",0,881,76.1,33.07,43.01,"76,875","99,983","232,469",247,"17,175",,,5.8,"16,119","278,335",32.5,"85,139","5,283",10.4,41.9,20,"66,233",더불어민주당,7th,허인환,더불어민주당,60.41,이흥수,자유한국당,39.58
2019,인천동구,28140,Dong-gu,동구,"8,374","8,374",0,0,0,"593,304","582,392","10,913",0,0,13.5,"211,625","240,193","211,645",-20,"295,315","294,143",0,"1,172",76.1,31.42,44.67,"90,506","128,671","288,028",265,"17,573",,,28.2,"91,060","322,920",31.9,"96,030","7,141",9,38.9,21.3,"64,427",더불어민주당,7th,허인환,더불어민주당,60.41,이흥수,자유한국당,39.58
2020,인천동구,28140,Dong-gu,동구,"8,811","8,792",19,0,0,"639,590","628,718","10,872",0,0,8.31,"263,423","285,319","263,443",-20,"272,565","271,541",0,"1,024",75.3,19.98,55.31,"53,146","147,113","265,987",326,"20,981",,,8.5,"25,510","300,588",48.7,"129,380","17,119",11.5,46.1,23.1,"62,542",더불어민주당,7th,허인환,더불어민주당,60.41,이흥수,자유한국당,39.58
2021,인천동구,28140,Dong-gu,동구,"11,530","11,530",0,0,0,"704,182","693,401","10,782",0,0,15.08,"281,177","323,575","281,192",-15,"304,895","302,844",0,"2,051",77.1,20.6,56.53,"55,975","153,601","271,704",334,"20,859",,,15.4,"325,087","49,955",40.7,"119,825","12,526",10.6,42.4,23.9,"61,486",더불어민주당,7th,허인환,더불어민주당,60.41,이흥수,자유한국당,39.58
2022,인천동구,28140,Dong-gu,동구,,,,,,,,,,,,,,,,,,,,76.4,22.86,53.57,"64,120","150,220","280,436",397,"24,424",,,,,,,,,11.5,49.9,24.9,"58,999",국민의힘,8th,김찬진,국민의힘,48.5,남궁형,더불어민주당,45.05
2003,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,,,,,,"171,048","167,135",0,"3,913",61.6,22.86,38.71,"35,064","59,387","153,413",38,"21,386",,,,,,,,,38.1,38.1,5.7,"554,027",새천년민주당,3rd,박윤배,한나라당,47.32,박수묵,새천년민주당,33.55
2004,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,,,,,,"185,335","178,078",0,"7,257",61.1,19.94,41.11,"32,263","66,511","161,778",40,"22,205",,,,,,,,,33,33,6.1,"557,144",새천년민주당,3rd,박윤배,한나라당,47.32,박수묵,새천년민주당,33.55
2005,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,,,,,,"204,465","198,354",0,"6,111",61.7,18.69,42.97,"33,000","75,865","176,537",46,"25,671",,,,,,,,,36.5,63.5,6.4,"567,347",새천년민주당,3rd,박윤배,한나라당,47.32,박수묵,새천년민주당,33.55
2006,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,,,,,,"226,430","220,758",0,"5,672",64.8,13.85,50.97,"28,337","104,304","204,645",48,"27,066",,,,,,,,,30.5,55.7,6.7,"570,283",열린우리당,4th,박윤배,한나라당,59.57,노재철,열린우리당,16.4
2007,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,,,,,,"248,928","248,928","248,928","248,928",67.6,11.73,55.88,"27,503","131,003","234,449",51,"29,125",,,,,,,,,26.5,52,7.2,"568,905",열린우리당,4th,박윤배,한나라당,59.57,노재철,열린우리당,16.4
2008,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,,,,,,"292,456","284,823",0,"7,633",80.5,16.2,64.32,"47,307","187,870","292,066",57,"32,613",,,8.5,"29,144","344,187",47,"154,863","6,923",23.2,44.7,7.6,"569,246",한나라당,4th,박윤배,한나라당,59.57,노재철,열린우리당,16.4
2009,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,-8.45,"425,231","389,309","425,140",91,"448,295","439,360",0,"8,935",81.3,17.88,63.46,"61,304","217,510","342,774",65,"36,811",,,7.8,"32,623","418,250",50.8,"203,751","8,923",21.9,47.2,7.9,"563,920",한나라당,4th,박윤배,한나라당,59.57,노재철,열린우리당,16.4
2010,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,-6.59,"396,619","370,496","396,291",328,"410,887","400,804",0,"10,083",82.2,15.81,66.44,"59,093","248,335","373,777",63,"35,662",,,10.6,"42,025","398,226",54,"205,921","9,049",22.6,45.1,8.3,"567,493",한나라당,5th,홍미영,민주당,52.66,박윤배,한나라당,41.38
2011,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,-2.67,"399,787","389,104","399,278",509,"394,256","389,483",0,"4,773",84.6,15.68,68.92,"60,006","263,710","382,653",116,"66,016",,,8.8,"35,094","397,865",57.3,"217,387","10,463",27.7,42.8,8.7,"560,936",한나라당,5th,홍미영,민주당,52.66,박윤배,한나라당,41.38
2012,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,-4.19,"414,913","397,518","414,403",510,"408,806","402,008",0,"6,797",80.6,14.45,66.12,"56,931","260,520","394,011",121,"68,065",,,7.5,"30,874","409,140",60.6,"237,092","10,898",27.6,43.9,9.2,"559,047",한나라당,5th,홍미영,민주당,52.66,박윤배,한나라당,41.38
2013,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,-3.72,"480,505","462,633","479,127","1,378","471,357","465,658",0,"5,699",82.5,13.09,69.37,"55,373","293,510","423,116",126,"70,688",,,11.1,"54,889","496,144",58.6,"277,562","13,127",27,41.3,9.7,"556,985",한나라당,5th,홍미영,민주당,52.66,박윤배,한나라당,41.38
2014,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,-2.64,"528,696","514,717","527,446","1,250","514,018","507,755",0,"6,263",84.1,13.28,70.81,"65,136","347,256","490,415",130,"72,365",,,9.2,"48,244","525,302",61.6,"309,130","14,387",20.8,35.6,10.2,"556,992",새누리당,6th,홍미영,새정치민주연합,48.94,박윤배,새누리당,46.36
2015,인천부평구,28237,Bupyeong-gu,부평구,"65,835","71,464",243,0,"5,873","1,333,765","1,333,509",656,0,400,-3.3,"574,424","555,457","570,109","4,315","563,822","554,779",0,"9,043",84,12.13,71.85,"65,079","385,419","536,429",134,"74,493",,,7.4,"41,492","564,032",66.3,"357,772","15,931",19.1,34.8,10.7,"555,844",새누리당,6th,홍미영,새정치민주연합,48.94,박윤배,새누리당,46.36
2016,인천부평구,28237,Bupyeong-gu,부평구,"68,028","67,406",622,0,0,"1,383,326","1,382,694","1,032",0,400,9.87,"570,494","626,775","567,068","3,426","582,981","576,179",0,"6,802",84.7,13.76,70.93,"77,358","398,872","562,383",143,"79,544",,,7.4,"45,408","614,663",63.6,"373,390","17,517",20.2,35.6,11.1,"549,716",새누리당,6th,홍미영,새정치민주연합,48.94,박윤배,새누리당,46.36
2017,인천부평구,28237,Bupyeong-gu,부평구,"60,008","59,104",904,0,0,"1,459,172","1,458,257","1,314",0,400,3.4,"620,501","641,595","620,096",405,"641,744","632,603",0,"9,141",84.7,14.36,70.35,"85,656","419,604","596,451",148,"81,404",,,6.4,"42,755","665,008",61.1,"384,942","21,058",19.7,36.5,11.8,"539,941",새정치민주연합,6th,홍미영,새정치민주연합,48.94,박윤배,새누리당,46.36
2018,인천부평구,28237,Bupyeong-gu,부평구,"62,050","59,217","2,833",0,0,"1,506,624","1,501,291","5,734",0,400,7.66,"666,365","717,440","666,125",240,"674,545","665,580",0,"8,966",85.4,13.76,71.68,"94,574","492,825","687,546",159,"86,097",,,5.3,"39,574","748,519",60.7,"433,680","20,959",18.9,35.8,12.7,"524,640",더불어민주당,7th,차준택,더불어민주당,69.81,박윤배,자유한국당,30.18
2019,인천부평구,28237,Bupyeong-gu,부평구,"60,045","57,332","2,713",0,0,"1,553,451","1,547,887","5,964",0,400,2.03,"796,688","812,862","796,738",-50,"808,188","799,042",0,"9,146",86.5,12.39,74.1,"97,442","582,916","786,625",179,"93,834",,,4.9,"41,638","842,525",63.2,"511,453","20,860",18.2,33.6,13.6,"511,577",더불어민주당,7th,차준택,더불어민주당,69.81,박윤배,자유한국당,30.18
2020,인천부평구,28237,Bupyeong-gu,부평구,"87,942","86,958",985,0,0,"1,590,097","1,585,448","5,049",0,400,-1.33,"1,083,902","1,069,525","1,084,062",-160,"951,112","928,286",0,"22,827",87.3,12.52,74.81,"111,473","666,111","890,373",198,"101,274",,,4.4,"42,285","967,211",64.8,"602,094","24,581",17.4,32.4,14.8,"494,962",더불어민주당,7th,차준택,더불어민주당,69.81,박윤배,자유한국당,30.18
2021,인천부평구,28237,Bupyeong-gu,부평구,"96,822","93,587","3,236",0,0,"1,689,228","1,681,874","7,754",0,400,2,"1,136,492","1,159,190","1,136,542",-50,"1,159,665","1,142,379",0,"17,286",87.2,12.33,74.91,"116,840","709,622","947,264",213,"105,408",,,4.9,"1,189,886","58,199",67.9,"782,569","25,807",17.1,32.6,15.7,"486,765",더불어민주당,7th,차준택,더불어민주당,69.81,박윤배,자유한국당,30.18
2022,인천부평구,28237,Bupyeong-gu,부평구,,,,,,,,,,,,,,,,,,,,86.7,13.34,73.36,"132,896","730,699","996,101",227,"110,338",,,,,,,,,16.6,33.7,16.7,"489,118",국민의힘,8th,차준택,더불어민주당,51.28,유재홍,국민의힘,48.71
2003,인천서구,28260,Seo-gu,서구,,,,,,,,,,,,,,,,"135,873","111,362",0,"24,511",56.8,28.22,28.62,"31,539","31,991","111,765",80,"28,038",,,,,,,,,51,51,5,"347,117",새천년민주당,3rd,이학재,한나라당,43.9,민우홍,새천년민주당,29.21
2004,인천서구,28260,Seo-gu,서구,,,,,,,,,,,,,,,,"175,519","139,065",0,"36,454",58.9,26.3,32.58,"33,488","41,485","127,330",93,"32,425",,,,,,,,,47.6,47.6,5.2,"362,269",새천년민주당,3rd,이학재,한나라당,43.9,민우홍,새천년민주당,29.21
2005,인천서구,28260,Seo-gu,서구,,,,,,,,,,,,,,,,"209,287","172,227",0,"37,061",62.9,20.23,42.66,"30,173","63,608","149,119",98,"35,541",,,,,,,,,44.9,66.3,5.4,"380,916",새천년민주당,3rd,이학재,한나라당,43.9,민우홍,새천년민주당,29.21
2006,인천서구,28260,Seo-gu,서구,,,,,,,,,,,,,,,,"199,698","180,372",0,"19,326",63.2,16.55,46.68,"27,791","78,400","167,959",83,"31,512",,,,,,,,,37.7,59.8,5.7,"384,431",열린우리당,4th,이학재,한나라당,63.06,박균열,열린우리당,17.49
2007,인천서구,28260,Seo-gu,서구,,,,,,,,,,,,,,,,"205,148","205,148","205,148","205,148",66.8,15.81,50.96,"31,771","102,387","200,925",102,"39,162",,,,,,,,,33.1,55.3,6,"399,430",열린우리당,4th,이학재,한나라당,63.06,박균열,열린우리당,17.49
2008,인천서구,28260,Seo-gu,서구,,,,,,,,,,,,,,,,"265,012","251,322",0,"13,689",78.6,21.25,57.35,"51,010","137,646","240,000",113,"45,127",,,9.1,"26,168","287,573",38.8,"105,324","6,306",33.4,52.1,6.2,"393,346",한나라당,4th,이학재,한나라당,63.06,박균열,열린우리당,17.49
2009,인천서구,28260,Seo-gu,서구,,,,,,,,,,,-12.1,"380,719","334,642","376,690","4,029","372,797","354,472",0,"18,325",79.6,21.5,58.06,"59,231","159,906","275,437",138,"54,196",,,8.8,"32,355","369,073",37.8,"133,683","5,905",33.3,54.4,6.5,"395,508",한나라당,4th,이학재,한나라당,63.06,박균열,열린우리당,17.49
2010,인천서구,28260,Seo-gu,서구,,,,,,,,,,,-13.19,"332,467","288,601","329,202","3,265","323,040","308,400",0,"14,639",79.7,23.03,56.62,"67,688","166,403","293,897",157,"62,205",,,12.8,"41,280","322,630",44.5,"137,033","6,405",36,55,6.7,"408,068",한나라당,5th,천년성,민주당,46.01,강범석,한나라당,44.4
2011,인천서구,28260,Seo-gu,서구,,,,,,,,,,,-7.5,"348,200","322,100","346,501","1,699","336,164","321,861",0,"14,303",80.9,24.39,56.49,"74,249","171,946","304,368",262,"106,875",,,10.9,"36,574","335,770",46,"146,256","8,101",47.3,58.2,6.8,"436,134",한나라당,5th,천년성,민주당,46.01,강범석,한나라당,44.4
2012,인천서구,28260,Seo-gu,서구,,,,,,,,,,,-10.1,"397,057","356,962","395,005","2,053","355,159","345,735",0,"9,425",80.2,24.65,55.5,"83,084","187,048","337,009",261,"113,887",,,10.2,"38,865","382,219",50.3,"183,845","8,466",45.9,56.4,7,"469,887",한나라당,5th,천년성,민주당,46.01,강범석,한나라당,44.4
2013,인천서구,28260,Seo-gu,서구,,,,,,,,,,,-10.02,"456,377","410,627","451,489","4,888","454,506","441,291",0,"13,215",82.5,22.24,60.27,"82,597","223,802","371,312",263,"123,572",,,9.4,"43,736","463,215",48.8,"214,722","11,431",43.9,51.9,7.3,"490,035",한나라당,5th,천년성,민주당,46.01,강범석,한나라당,44.4
2014,인천서구,28260,Seo-gu,서구,,,,,,,,,,,-8.68,"500,933","457,428","494,731","6,202","454,026","445,977",0,"8,049",84,19.64,64.38,"85,735","281,048","436,522",265,"130,016",,,9.6,"46,189","481,004",55.6,"253,211","14,232",36.8,43.7,7.7,"498,686",새누리당,6th,강범석,새누리당,51.43,전원기,새정치민주연합,45.11
2015,인천서구,28260,Seo-gu,서구,"42,023","46,053",169,0,"4,200","2,082,411","2,076,176","6,534",0,300,-10.06,"556,794","500,760","555,273","1,521","503,185","491,060",0,"12,125",83.6,18.93,64.66,"86,819","296,579","458,650",273,"136,328",,,7.9,"42,141","532,890",54.5,"275,345","15,006",36.7,41.8,8.1,"504,606",새누리당,6th,강범석,새누리당,51.43,전원기,새정치민주연합,45.11
2016,인천서구,28260,Seo-gu,서구,"46,496","45,998",498,0,0,"2,387,903","2,379,941","8,262",0,300,7.09,"531,940","569,664","531,363",577,"547,574","533,880",0,"13,695",83.4,19.32,64.07,"97,194","322,351","503,089",290,"146,212",,,6.4,"38,852","603,406",51.9,"297,370","15,724",36.6,41.5,8.4,"510,733",새누리당,6th,강범석,새누리당,51.43,전원기,새정치민주연합,45.11
2017,인천서구,28260,Seo-gu,서구,"47,523","46,819",704,0,0,"2,567,834","2,558,591","9,943",0,700,6.86,"611,216","653,138","610,618",598,"633,343","611,092",0,"22,251",83.3,20.13,63.22,"109,720","344,614","545,098",308,"157,110",,,7.6,"49,392","651,599",51.1,"311,748","20,922",36.7,42,8.9,"516,017",새정치민주연합,6th,강범석,새누리당,51.43,전원기,새정치민주연합,45.11
2018,인천서구,28260,Seo-gu,서구,"83,172","82,238",934,0,0,"2,814,686","2,803,288","12,098",0,700,6.45,"702,023","747,290","701,423",599,"717,218","671,553",0,"45,665",85.2,21.78,63.43,"142,768","415,701","655,358",330,"170,034",,,8.3,"62,269","751,105",51.1,"363,803","20,237",33.4,38.4,9.3,"538,596",더불어민주당,7th,이재헌,더불어민주당,63.58,강범석,자유한국당,28.73
2019,인천서구,28260,Seo-gu,서구,"82,519","81,496","1,023",0,0,"2,953,540","2,940,002","14,238",0,700,1.74,"858,621","873,545","858,623",-2,"876,580","849,741",0,"26,839",85.8,21.99,63.78,"167,985","487,244","763,978",371,"199,604",,,7,"64,607","923,471",50.8,"445,678","23,553",33.2,38.9,9.9,"544,556",더불어민주당,7th,이재헌,더불어민주당,63.58,강범석,자유한국당,28.73
